"","CSN","STATE","NAME","GEO_ID","LocalTax","MedianIncome","Area_Code","St","Cnty","St_Name","Annual_Average_Establishment_Count","Annual_Average_Employment","Annual_Total_Wages","Annual_Average_Weekly_Wage","Annual_Average_Pay","Total_Wage_Location_Quotient_Relative_to_US","Employment_Location_Quotient_Relative_to_US","LAUS Code","State FIPS Code","County FIPS Code","STATE_GEO_ID","Year","Labor Force","Employed","Unemployed","Unemployment Rate","StateTax","StateMeanLocalTax","StateCombinedMeanTax","Geo Id","Ton-miles (millions)","Coefficient of variation for Ton-miles","Tons (thousands)","Tons (percent change)","Standard error for Tons (percent change)","Coefficient of variation for Tons","Value ($ million)","Value (percent change)","Standard error for Value (percent change)","Coefficient of variation for Value","2007 Tons (thousands)","2007 Coefficient of variation for Tons","2007 Value ($ million)","2007 Coefficient of variation for Value"
"1275","Lapeer County Michigan","Michigan","Lapeer County","0500000US26087",NA,"30351","26087","26","087","Michigan",1525,21415,852801380,766,39824,101,101,"CN2608700000000","26","087","Lapeer County, MI","2019",41517,39273,2244,5.4,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1276","Leelanau County Michigan","Michigan","Leelanau County","0500000US26089",NA,NA,"26089","26","089","Michigan",682,6454,237726155,708,36833,101,101,"CN2608900000000","26","089","Leelanau County, MI","2019",10531,10139,392,3.7,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1277","Lenawee County Michigan","Michigan","Lenawee County","0500000US26091",NA,"27189","26091","26","091","Michigan",1747,26999,1185465802,844,43908,101,101,"CN2609100000000","26","091","Lenawee County, MI","2019",46454,44663,1791,3.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1278","Livingston County Michigan","Michigan","Livingston County","0500000US26093",NA,"38331","26093","26","093","Michigan",4657,62025,2768305071,858,44632,101,101,"CN2609300000000","26","093","Livingston County, MI","2019",104220,100768,3452,3.3,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1279","Luce County Michigan","Michigan","Luce County","0500000US26095",NA,NA,"26095","26","095","Michigan",184,1905,69614607,703,36546,101,101,"CN2609500000000","26","095","Luce County, MI","2019",2315,2172,143,6.2,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1280","Mackinac County Michigan","Michigan","Mackinac County","0500000US26097",NA,NA,"26097","26","097","Michigan",450,4528,150087630,638,33150,101,101,"CN2609700000000","26","097","Mackinac County, MI","2019",5135,4656,479,9.3,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1281","Macomb County Michigan","Michigan","Macomb County","0500000US26099",NA,"31143","26099","26","099","Michigan",17669,329713,18469509246,1077,56017,101,101,"CN2609900000000","26","099","Macomb County, MI","2019",451125,432001,19124,4.2,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1282","Manistee County Michigan","Michigan","Manistee County","0500000US26101",NA,NA,"26101","26","101","Michigan",532,7078,294175534,799,41562,101,101,"CN2610100000000","26","101","Manistee County, MI","2019",10444,9873,571,5.5,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1283","Marquette County Michigan","Michigan","Marquette County","0500000US26103",NA,"26853","26103","26","103","Michigan",1570,26561,1131380723,819,42596,101,101,"CN2610300000000","26","103","Marquette County, MI","2019",32543,30975,1568,4.8,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1284","Mason County Michigan","Michigan","Mason County","0500000US26105",NA,NA,"26105","26","105","Michigan",686,10540,424788211,775,40301,101,101,"CN2610500000000","26","105","Mason County, MI","2019",13666,12996,670,4.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1285","Mecosta County Michigan","Michigan","Mecosta County","0500000US26107",NA,NA,"26107","26","107","Michigan",634,13318,533172607,770,40033,101,101,"CN2610700000000","26","107","Mecosta County, MI","2019",18247,17390,857,4.7,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1286","Menominee County Michigan","Michigan","Menominee County","0500000US26109",NA,NA,"26109","26","109","Michigan",460,7317,272846505,717,37292,101,101,"CN2610900000000","26","109","Menominee County, MI","2019",11054,10612,442,4,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1287","Midland County Michigan","Michigan","Midland County","0500000US26111",NA,"29167","26111","26","111","Michigan",3207,37391,2384279830,1226,63766,101,101,"CN2611100000000","26","111","Midland County, MI","2019",40325,38826,1499,3.7,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1288","Missaukee County Michigan","Michigan","Missaukee County","0500000US26113",NA,NA,"26113","26","113","Michigan",342,3301,118569694,691,35917,101,101,"CN2611300000000","26","113","Missaukee County, MI","2019",6961,6629,332,4.8,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1289","Monroe County Michigan","Michigan","Monroe County","0500000US26115",NA,"31690","26115","26","115","Michigan",2135,40403,1985631823,945,49145,101,101,"CN2611500000000","26","115","Monroe County, MI","2019",75480,72541,2939,3.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1290","Montcalm County Michigan","Michigan","Montcalm County","0500000US26117",NA,NA,"26117","26","117","Michigan",981,16120,640584516,764,39739,101,101,"CN2611700000000","26","117","Montcalm County, MI","2019",28350,27196,1154,4.1,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1291","Montmorency County Michigan","Michigan","Montmorency County","0500000US26119",NA,NA,"26119","26","119","Michigan",196,2067,77779960,724,37628,101,101,"CN2611900000000","26","119","Montmorency County, MI","2019",2998,2748,250,8.3,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1292","Muskegon County Michigan","Michigan","Muskegon County","0500000US26121",NA,"26834","26121","26","121","Michigan",2825,62927,2703554931,826,42963,101,101,"CN2612100000000","26","121","Muskegon County, MI","2019",77149,73860,3289,4.3,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1293","Newaygo County Michigan","Michigan","Newaygo County","0500000US26123",NA,NA,"26123","26","123","Michigan",775,11861,479413987,777,40421,101,101,"CN2612300000000","26","123","Newaygo County, MI","2019",23400,22413,987,4.2,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1294","Oakland County Michigan","Michigan","Oakland County","0500000US26125",NA,"38531","26125","26","125","Michigan",39701,736982,46380809884,1210,62933,101,101,"CN2612500000000","26","125","Oakland County, MI","2019",680255,657035,23220,3.4,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1295","Oceana County Michigan","Michigan","Oceana County","0500000US26127",NA,NA,"26127","26","127","Michigan",544,6837,254905476,717,37285,101,101,"CN2612700000000","26","127","Oceana County, MI","2019",12120,11403,717,5.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1296","Ogemaw County Michigan","Michigan","Ogemaw County","0500000US26129",NA,NA,"26129","26","129","Michigan",514,5877,222327653,727,37827,101,101,"CN2612900000000","26","129","Ogemaw County, MI","2019",8030,7494,536,6.7,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1297","Ontonagon County Michigan","Michigan","Ontonagon County","0500000US26131",NA,NA,"26131","26","131","Michigan",167,1193,37606121,606,31516,101,101,"CN2613100000000","26","131","Ontonagon County, MI","2019",2090,1947,143,6.8,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1298","Osceola County Michigan","Michigan","Osceola County","0500000US26133",NA,NA,"26133","26","133","Michigan",445,6864,314633650,881,45835,101,101,"CN2613300000000","26","133","Osceola County, MI","2019",11202,10749,453,4,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1299","Oscoda County Michigan","Michigan","Oscoda County","0500000US26135",NA,NA,"26135","26","135","Michigan",190,1566,48776351,599,31154,101,101,"CN2613500000000","26","135","Oscoda County, MI","2019",3045,2836,209,6.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1300","Otsego County Michigan","Michigan","Otsego County","0500000US26137",NA,NA,"26137","26","137","Michigan",710,10175,418167763,790,41097,101,101,"CN2613700000000","26","137","Otsego County, MI","2019",11638,11062,576,4.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1301","Ottawa County Michigan","Michigan","Ottawa County","0500000US26139",NA,"31063","26139","26","139","Michigan",5733,126890,6096617782,924,48046,101,101,"CN2613900000000","26","139","Ottawa County, MI","2019",161102,156664,4438,2.8,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1302","Presque Isle County Michigan","Michigan","Presque Isle County","0500000US26141",NA,NA,"26141","26","141","Michigan",330,2722,102516696,724,37662,101,101,"CN2614100000000","26","141","Presque Isle County, MI","2019",4951,4576,375,7.6,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1303","Roscommon County Michigan","Michigan","Roscommon County","0500000US26143",NA,NA,"26143","26","143","Michigan",504,5479,178751893,627,32627,101,101,"CN2614300000000","26","143","Roscommon County, MI","2019",7726,7145,581,7.5,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1304","Saginaw County Michigan","Michigan","Saginaw County","0500000US26145",NA,"26796","26145","26","145","Michigan",3881,83688,3808120861,875,45504,101,101,"CN2614500000000","26","145","Saginaw County, MI","2019",86666,82533,4133,4.8,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1305","St. Clair County Michigan","Michigan","St. Clair County","0500000US26147",NA,"28037","26147","26","147","Michigan",2802,44153,1985917654,865,44978,101,101,"CN2614700000000","26","147","St. Clair County, MI","2019",76280,72546,3734,4.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1306","St. Joseph County Michigan","Michigan","St. Joseph County","0500000US26149",NA,NA,"26149","26","149","Michigan",5175,24468,900490896,708,36803,101,101,"CN2614900000000","26","149","St. Joseph County, MI","2019",27976,26783,1193,4.3,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1307","Sanilac County Michigan","Michigan","Sanilac County","0500000US26151",NA,NA,"26151","26","151","Michigan",839,11078,403056801,700,36385,101,101,"CN2615100000000","26","151","Sanilac County, MI","2019",19490,18565,925,4.7,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1308","Schoolcraft County Michigan","Michigan","Schoolcraft County","0500000US26153",NA,NA,"26153","26","153","Michigan",230,2695,110647990,789,41053,101,101,"CN2615300000000","26","153","Schoolcraft County, MI","2019",3326,3093,233,7,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1309","Shiawassee County Michigan","Michigan","Shiawassee County","0500000US26155",NA,"29256","26155","26","155","Michigan",1079,15359,610227321,764,39731,101,101,"CN2615500000000","26","155","Shiawassee County, MI","2019",33496,32070,1426,4.3,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1310","Tuscola County Michigan","Michigan","Tuscola County","0500000US26157",NA,NA,"26157","26","157","Michigan",812,11460,462231738,776,40334,101,101,"CN2615700000000","26","157","Tuscola County, MI","2019",23853,22635,1218,5.1,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1311","Van Buren County Michigan","Michigan","Van Buren County","0500000US26159",NA,"28158","26159","26","159","Michigan",1347,21500,981511084,878,45651,101,101,"CN2615900000000","26","159","Van Buren County, MI","2019",35167,33559,1608,4.6,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1312","Washtenaw County Michigan","Michigan","Washtenaw County","0500000US26161",NA,"32605","26161","26","161","Michigan",8267,213252,12672190974,1143,59424,101,101,"CN2616100000000","26","161","Washtenaw County, MI","2019",198198,192472,5726,2.9,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1313","Wayne County Michigan","Michigan","Wayne County","0500000US26163",NA,"26757","26163","26","163","Michigan",31356,725302,44502313353,1180,61357,101,101,"CN2616300000000","26","163","Wayne County, MI","2019",808171,767123,41048,5.1,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1314","Wexford County Michigan","Michigan","Wexford County","0500000US26165",NA,NA,"26165","26","165","Michigan",791,13445,545664767,781,40586,101,101,"CN2616500000000","26","165","Wexford County, MI","2019",14854,14185,669,4.5,6,NA,6,"0400000US26",6321,10.9,13151,-10.3,23.2,20.4,45560,-6.2,18.5,9.9,14658,15.8,48553,17.1
"1315","Aitkin County Minnesota","Minnesota","Aitkin County","0500000US27001",0.332,NA,"27001","27","001","Minnesota",449,4090,148254951,697,36244,101,101,"CN2700100000000","27","001","Aitkin County, MN","2019",7268,6818,450,6.2,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1316","Anoka County Minnesota","Minnesota","Anoka County","0500000US27003",0.314,"40139","27003","27","003","Minnesota",7526,125589,6693201475,1025,53294,101,101,"CN2700300000000","27","003","Anoka County, MN","2019",199416,193301,6115,3.1,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1317","Becker County Minnesota","Minnesota","Becker County","0500000US27005",0.332,NA,"27005","27","005","Minnesota",1027,14502,561279224,744,38703,101,101,"CN2700500000000","27","005","Becker County, MN","2019",18833,18086,747,4,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1318","Beltrami County Minnesota","Minnesota","Beltrami County","0500000US27007",0.329,NA,"27007","27","007","Minnesota",1228,19864,844174207,817,42498,101,101,"CN2700700000000","27","007","Beltrami County, MN","2019",24532,23487,1045,4.3,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1319","Benton County Minnesota","Minnesota","Benton County","0500000US27009",0.308,NA,"27009","27","009","Minnesota",975,17249,736850426,822,42719,101,101,"CN2700900000000","27","009","Benton County, MN","2019",22144,21287,857,3.9,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1320","Big Stone County Minnesota","Minnesota","Big Stone County","0500000US27011",0.329,NA,"27011","27","011","Minnesota",203,1707,66469808,749,38932,101,101,"CN2701100000000","27","011","Big Stone County, MN","2019",2507,2402,105,4.2,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1321","Blue Earth County Minnesota","Minnesota","Blue Earth County","0500000US27013",0.328,"27437","27013","27","013","Minnesota",2053,40036,1761931101,846,44008,101,101,"CN2701300000000","27","013","Blue Earth County, MN","2019",40878,39748,1130,2.8,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1322","Brown County Minnesota","Minnesota","Brown County","0500000US27015",0.294,NA,"27015","27","015","Minnesota",824,14096,586860154,801,41634,101,101,"CN2701500000000","27","015","Brown County, MN","2019",14435,13912,523,3.6,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1323","Carlton County Minnesota","Minnesota","Carlton County","0500000US27017",0.317,NA,"27017","27","017","Minnesota",737,13367,594671172,856,44489,101,101,"CN2701700000000","27","017","Carlton County, MN","2019",17927,17126,801,4.5,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1324","Carver County Minnesota","Minnesota","Carver County","0500000US27019",0.337,"46958","27019","27","019","Minnesota",2511,40562,2191959019,1039,54040,101,101,"CN2701900000000","27","019","Carver County, MN","2019",59102,57473,1629,2.8,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1325","Cass County Minnesota","Minnesota","Cass County","0500000US27021",0.327,NA,"27021","27","021","Minnesota",899,10443,345435619,636,33078,101,101,"CN2702100000000","27","021","Cass County, MN","2019",14467,13668,799,5.5,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1326","Chippewa County Minnesota","Minnesota","Chippewa County","0500000US27023",0.344,NA,"27023","27","023","Minnesota",437,5761,238715302,797,41437,101,101,"CN2702300000000","27","023","Chippewa County, MN","2019",6978,6707,271,3.9,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1327","Chisago County Minnesota","Minnesota","Chisago County","0500000US27025",0.316,NA,"27025","27","025","Minnesota",1168,15475,689202133,856,44536,101,101,"CN2702500000000","27","025","Chisago County, MN","2019",30246,29106,1140,3.8,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1328","Clay County Minnesota","Minnesota","Clay County","0500000US27027",0.33,NA,"27027","27","027","Minnesota",1401,19201,785748135,787,40923,101,101,"CN2702700000000","27","027","Clay County, MN","2019",36268,35165,1103,3,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1329","Clearwater County Minnesota","Minnesota","Clearwater County","0500000US27029",0.329,NA,"27029","27","029","Minnesota",227,2623,107087292,785,40833,101,101,"CN2702900000000","27","029","Clearwater County, MN","2019",4501,4130,371,8.2,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1330","Cook County Minnesota","Minnesota","Cook County","0500000US27031",0.367,NA,"27031","27","031","Minnesota",309,2831,92647462,629,32728,101,101,"CN2703100000000","27","031","Cook County, MN","2019",3123,2988,135,4.3,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1331","Cottonwood County Minnesota","Minnesota","Cottonwood County","0500000US27033",0.276,NA,"27033","27","033","Minnesota",399,5013,191727722,736,38249,101,101,"CN2703300000000","27","033","Cottonwood County, MN","2019",5963,5743,220,3.7,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1332","Crow Wing County Minnesota","Minnesota","Crow Wing County","0500000US27035",0.301,NA,"27035","27","035","Minnesota",2172,29757,1202463343,777,40410,101,101,"CN2703500000000","27","035","Crow Wing County, MN","2019",32410,31005,1405,4.3,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
"1333","Dakota County Minnesota","Minnesota","Dakota County","0500000US27037",0.33,"41682","27037","27","037","Minnesota",10299,189606,10718058154,1087,56528,101,101,"CN2703700000000","27","037","Dakota County, MN","2019",243793,236782,7011,2.9,6.875,0.33,7.2,"0400000US27",4823,23.1,7515,-12.8,22.6,23.1,19406,8.8,21,14.6,8618,11.8,17841,12.7
